tweet,sentiment
locked all profits     gonna wait for   to pull back a bit for reentry super super profits locked this am,Positive
meandering before the super bowl of earnings  good luck to all  my big plays again  and 2019 stock pick of the year       others to watch        and  among others  good luck to all including the most important person  me,Positive
what an amazing 2 days when you get direction like this in the market you have to capitalize  was a huge winner for me hope everyone had a great day,Positive
great community great mentor great education no place like  for proper market trading education for success                  ,Positive
 crushed it on all metrics and negativity just shows how stupid people can be talking smack and trying to read into every little move happens every damn time and theyre wrong every damn time no reason this doesnt go to  again tomorrow yuge,Negative
 user   a great video to  are you prepared for long term success if your serious for success this video does show you a path you can take that will help you get better results     http  this video as we are always preparing…,Positive
but u must admit that the 3 is one of the best cars on the market ever seen such a cool car its amazing what user did at ,Positive
there are community brands political organizations sports clubs and lots of super brands eg    but can we be the first brand that is successful at integrating the community aspect and the iconic super brand aspect thats what excites me about airbnb,Positive
tesla  ceo elon musk under doj criminal investigation for false sales projections linked to model 3building fraud into the business model requires manipulated accomplices complicit w harming or killing consumersthesociopathicbusinessmodel   ,Negative
thank you ⁦elonmusk⁩ and user for treating owners to a great party so much positive energy and excitement for what will be the best selling   yet you’re really doing it and the world can’t wait     ,Positive
 revenue miss but now is focusing on a cash generation like  i got out last week after a 2 year huge gain love what they’re doing but we will get another entry point soon  love   and  more at these prices,Positive
ha ha ha ha yes for sure  i am been looking at some futures and of course going crazy with    loving it more each day ,Positive
